city_risk,season_risk,forecast_risk,income_volatility,platform_count,weeks_active,persona_type,weekly_premium
0.5386,0.5479,0.5935,0.4378,2,19,2,95.53
0.6676,0.3521,0.4456,0.1001,3,17,0,90.54
0.5989,0.8228,0.8043,0.7504,3,24,0,118.64
0.6481,0.4237,0.432,0.5256,1,22,0,104.03
0.6731,0.4228,0.3536,0.3313,3,48,2,96.05
0.638,0.2004,0.1577,0.4046,2,19,0,89.97
0.6672,0.2978,0.2404,0.2429,2,21,1,85.08
0.6628,0.3111,0.3829,0.1249,2,19,1,93.61
0.6103,0.8696,0.9256,0.2897,1,50,2,119.85
0.6856,0.6653,0.6031,0.3627,2,26,0,102.66
0.6016,0.3222,0.3664,0.4718,1,17,1,91.38
0.6338,0.6394,0.7489,0.4096,1,41,2,111.28
0.5743,0.2597,0.2906,0.4038,2,52,2,90.46
0.6619,0.7459,0.9544,0.591,2,28,2,121.03
0.5335,0.2681,0.2329,0.2862,1,11,1,81.16
0.6318,0.7746,0.9404,0.2653,1,16,1,118.1
0.5511,0.7503,0.6387,0.7454,2,18,0,111.81
0.6854,0.7701,0.8119,0.6917,2,24,1,128.6
0.6301,0.6791,0.8433,0.5206,2,48,0,106.13
0.5587,0.4043,0.4453,0.1126,3,41,2,83.96
0.6178,0.4358,0.4686,0.2694,2,48,0,100.97
0.6673,0.4645,0.4903,0.6801,2,47,0,104.77
0.5944,0.4573,0.5076,0.5857,3,14,2,86.34
0.5047,0.7485,0.821,0.5385,3,31,0,94.06
0.6039,0.8543,0.9496,0.1593,3,3,1,101.68
0.6741,0.553,0.6625,0.4058,3,44,1,105.48
0.6214,0.3692,0.2734,0.7826,2,52,0,103.58
0.6167,0.8322,0.7374,0.4238,2,51,1,116.38
0.6194,0.5081,0.5568,0.7013,1,25,1,99.87
0.6653,0.4484,0.3318,0.6158,2,45,2,111.94
0.7204,0.4366,0.3914,0.4468,2,9,1,91.29
0.7021,0.8253,0.6757,0.6198,3,19,2,110.08
0.5912,0.4696,0.3906,0.5031,3,21,0,95.53
0.7082,0.587,0.5402,0.2978,1,46,2,101.83
0.7,0.9422,1.0,0.6303,2,36,0,122.22
0.6399,0.4178,0.2943,0.2927,2,21,1,82.74
0.5843,0.7847,0.7246,0.3285,3,18,0,95.39
0.598,0.4401,0.3438,0.5987,3,49,2,88.73
0.6006,0.2682,0.3227,0.1195,1,18,1,87.8
0.6448,0.236,0.2223,0.2551,2,4,2,77.98
0.6306,0.7205,0.6637,0.1219,3,33,1,93.06
0.6921,0.2544,0.2281,0.271,2,47,2,75.52
0.6526,0.4614,0.544,0.1443,3,51,1,91.71
0.6644,0.4426,0.5452,0.1153,1,6,2,95.47
0.6239,0.8585,0.6987,0.6025,3,9,2,111.79
0.6477,0.2057,0.1741,0.3545,1,39,0,83.57
0.6241,0.2366,0.2532,0.2266,3,17,2,75.51
0.5904,0.3627,0.3585,0.2026,2,24,1,90.7
0.6587,0.4259,0.5258,0.1862,3,5,2,86.9
0.5518,0.6557,0.7895,0.5616,1,5,0,111.17
0.6348,0.4481,0.478,0.4659,2,30,0,98.19
0.6644,0.3945,0.4381,0.1149,3,1,0,89.33
0.6766,0.3378,0.2636,0.7929,2,44,0,98.38
0.6753,0.2295,0.2837,0.1233,1,22,0,82.44
0.6421,0.7923,1.0,0.5683,1,19,0,119.4
0.6199,0.6857,0.7,0.4991,3,52,2,115.75
0.6391,0.4412,0.5083,0.2206,2,3,1,86.99
0.7161,0.4167,0.3997,0.1096,2,11,1,85.79
0.6391,0.2623,0.2848,0.707,2,36,1,86.57
0.6469,0.6896,0.5414,0.5199,3,10,2,97.32
0.5438,0.6723,0.5585,0.6946,3,7,1,107.62
0.5763,0.3114,0.2591,0.6336,2,32,1,91.4
0.5203,0.4003,0.3644,0.4405,3,29,1,79.15
0.5992,0.4321,0.4953,0.5494,3,26,0,85.63
0.6742,0.7273,0.7124,0.2461,1,40,1,114.42
0.6453,0.9335,0.8889,0.6004,3,11,2,117.85
0.6028,0.9954,1.0,0.1545,1,30,1,117.63
0.5755,0.2698,0.2151,0.2572,1,19,0,94.57
0.6441,0.815,0.8266,0.3861,1,20,0,115.81
0.6164,0.5914,0.4935,0.2867,3,45,2,88.16
0.6621,0.9158,0.7256,0.2628,3,4,1,104.64
0.5966,0.8971,0.7401,0.6784,3,52,1,105.23
0.6865,0.3612,0.3293,0.3694,1,19,0,91.17
0.6371,0.966,0.7038,0.6543,1,26,0,129.22
0.7148,0.394,0.4748,0.4419,3,25,1,93.75
0.5662,0.7311,0.807,0.768,2,24,2,121.41
0.6351,0.7854,0.8123,0.6657,2,52,1,125.7
0.5831,0.2877,0.21,0.6988,1,50,2,106.89
0.6485,0.4165,0.2933,0.5461,1,41,1,96.25
0.5802,0.4116,0.383,0.2546,3,37,2,83.79
0.6641,0.2368,0.2719,0.7467,3,33,0,84.9
0.614,0.6053,0.6842,0.379,2,32,1,99.95
0.6616,0.3104,0.2221,0.7188,3,25,0,83.74
0.7342,0.4271,0.3922,0.7919,2,22,0,106.63
0.656,0.4964,0.5743,0.3455,3,30,2,87.76
0.6503,0.4153,0.4708,0.1329,2,3,2,88.74
0.6336,0.7743,0.6397,0.1991,2,18,0,97.62
0.561,0.8721,0.9442,0.6739,2,52,0,118.88
0.6985,0.2211,0.2059,0.3663,2,7,1,79.79
0.5504,0.4201,0.3711,0.3418,2,29,1,83.98
0.5722,0.3308,0.3089,0.552,2,18,1,95.64
0.5824,0.2818,0.2897,0.2404,2,46,1,73.41
0.6642,0.7645,0.9348,0.77,1,36,1,130.84
0.6263,0.4232,0.4449,0.652,2,9,2,102.37
0.4624,0.6653,0.7438,0.5973,1,15,2,118.99
0.6008,0.6557,0.8276,0.1003,3,37,2,95.65
0.5706,0.2482,0.1971,0.5768,3,18,1,78.52
0.6707,0.7246,0.8208,0.1276,2,9,0,106.21
0.6188,0.8521,0.8144,0.4255,3,19,0,107.91
0.5647,0.2217,0.21,0.232,1,22,0,79.13
0.6057,0.374,0.4856,0.4835,3,4,1,82.38
0.6669,0.2696,0.2102,0.4429,2,52,2,89.2
0.61,0.259,0.3366,0.126,2,15,1,72.95
0.5916,0.9357,0.7518,0.7173,2,37,1,124.91
0.6027,0.9727,1.0,0.7597,2,6,2,125.36
0.6011,0.2211,0.1789,0.1928,2,26,1,80.71
0.6466,0.355,0.3312,0.7934,3,31,0,89.97
0.6105,0.8798,0.8996,0.2847,2,46,1,112.7
0.5272,0.6572,0.8086,0.2417,1,44,2,107.68
0.6812,0.4364,0.3778,0.3697,3,23,0,94.28
0.5326,0.7895,0.8421,0.7982,1,49,1,122.01
0.6042,0.8216,0.7215,0.6479,2,13,2,119.01
0.6268,0.2251,0.2612,0.5411,1,51,0,88.43
0.6168,0.9949,1.0,0.7714,2,2,2,126.84
0.6136,0.3402,0.2672,0.4906,2,15,1,82.25
0.7079,0.7753,0.6764,0.1994,3,40,2,96.51
0.5417,0.2212,0.1798,0.4928,3,42,0,80.7
0.6507,0.6521,0.6125,0.5335,2,5,0,103.68
0.5885,0.6813,0.7689,0.4686,3,14,1,111.26
0.6326,0.5025,0.5617,0.479,1,10,2,107.09
0.5875,0.7302,0.8811,0.6436,2,39,1,108.07
0.6487,0.6755,0.7131,0.6914,2,26,2,112.55
0.5952,0.6996,0.6659,0.2275,2,20,1,101.36
0.616,0.3019,0.3214,0.302,1,4,2,89.56
0.6363,0.8624,0.6469,0.719,2,40,1,109.1
0.5825,0.953,1.0,0.622,2,15,2,126.58
0.5714,0.7514,0.7572,0.566,3,16,1,99.53
0.6821,0.4028,0.3967,0.451,3,31,2,90.8
0.696,0.316,0.3715,0.3118,1,4,1,94.59
0.6795,0.6617,0.8185,0.322,3,33,2,97.41
0.6064,0.8014,0.993,0.4832,1,7,2,125.33
0.6458,0.2522,0.3036,0.4656,2,21,1,83.44
0.5787,0.3501,0.306,0.2126,1,29,1,89.03
0.5264,0.3564,0.3303,0.3587,1,19,0,96.37
0.573,0.7849,0.8895,0.7446,3,47,0,120.06
0.5837,0.2538,0.3234,0.5298,2,51,1,86.99
0.5475,0.3703,0.4056,0.5979,2,21,1,91.65
0.6184,0.3683,0.3642,0.1813,2,45,0,77.82
0.6239,0.2131,0.2718,0.289,1,38,1,86.36
0.5558,0.4715,0.5908,0.6964,1,28,1,94.96
0.6189,0.4432,0.4224,0.797,1,23,2,104.67
0.5581,0.6323,0.7754,0.3145,2,3,1,109.84
0.7473,0.236,0.2938,0.3679,3,20,0,75.75
0.6444,0.4426,0.4817,0.1285,2,45,2,100.01
0.5997,0.235,0.2361,0.5793,3,49,1,83.39
0.5335,0.35,0.2912,0.7095,2,12,1,96.23
0.6203,0.9469,0.8229,0.6559,3,9,0,115.65
0.5611,0.4099,0.5318,0.3247,3,23,2,86.29
0.5864,0.3022,0.3149,0.5446,3,2,1,92.45
0.6272,0.9213,1.0,0.7272,1,41,1,128.92
0.6852,0.4403,0.4418,0.7852,1,39,0,105.28
0.6355,0.6178,0.5751,0.4368,1,48,1,108.43
0.6377,0.5031,0.4569,0.307,3,35,1,89.39
0.5672,0.4371,0.3924,0.373,1,42,0,95.65
0.6077,0.4089,0.3235,0.6347,1,18,2,99.46
0.648,0.9132,1.0,0.6932,2,34,0,117.41
0.5481,0.4977,0.3922,0.6863,2,39,0,94.04
0.5974,0.3292,0.389,0.5108,2,27,1,85.76
0.572,0.5288,0.6005,0.1902,3,40,1,91.24
0.6916,0.4846,0.3947,0.4031,2,25,2,94.08
0.6761,0.5106,0.6305,0.2137,3,3,2,103.74
0.6053,0.2688,0.2047,0.368,1,15,0,85.64
0.6766,0.892,0.992,0.2836,3,11,2,118.48
0.5671,0.4059,0.5271,0.1695,3,44,1,77.16
0.658,0.3096,0.2254,0.3953,1,11,1,89.2
0.4817,0.2044,0.2008,0.2802,3,39,2,66.69
0.6983,0.2171,0.2191,0.4488,1,17,2,88.67
0.5668,0.7042,0.8494,0.591,2,15,0,106.72
0.608,0.3624,0.2772,0.6472,3,29,2,88.09
0.5443,0.2389,0.1949,0.2757,3,20,2,69.18
0.621,0.808,0.9079,0.3562,2,19,1,123.77
0.6132,0.8475,0.6398,0.1697,2,52,0,101.84
0.5882,0.8878,1.0,0.3651,1,7,2,124.19
0.7003,0.2742,0.3264,0.5394,1,21,2,86.97
0.5487,0.5935,0.5142,0.3718,1,4,0,103.0
0.715,0.6739,0.6254,0.2314,1,15,2,109.94
0.5903,0.6047,0.4805,0.6739,2,14,1,111.08
0.6611,0.4299,0.3834,0.4196,3,51,1,92.61
0.628,0.3214,0.3419,0.4008,3,14,0,86.0
0.647,0.6837,0.6213,0.6797,2,28,2,104.47
0.6855,0.8447,0.7805,0.3678,2,20,0,108.75
0.632,0.2642,0.2105,0.5731,2,9,2,91.06
0.6961,0.6163,0.7472,0.5637,2,49,2,105.18
0.5778,0.7804,0.9476,0.5151,3,46,1,110.58
0.6721,0.3753,0.3996,0.5796,1,36,0,104.86
0.7045,0.2631,0.2419,0.3508,1,24,1,94.85
0.5773,0.6726,0.841,0.5481,2,16,1,117.97
0.5675,0.6591,0.6861,0.5335,1,38,0,113.87
0.617,0.5756,0.5497,0.4552,2,28,2,106.29
0.5884,0.4728,0.4068,0.3267,2,14,2,96.98
0.6514,0.7144,0.6593,0.657,3,38,0,105.06
0.5296,0.8202,0.7061,0.6854,1,27,1,107.85
0.6721,0.8475,0.9092,0.331,1,39,1,118.54
0.5808,0.4215,0.2999,0.7935,3,45,2,96.86
0.6601,0.4414,0.5041,0.1817,1,46,0,94.11
0.5463,0.3306,0.3662,0.405,3,34,1,85.54
0.6503,0.5191,0.5541,0.7691,3,41,2,107.5
0.6418,0.3559,0.2717,0.1714,1,12,0,85.08
0.7335,0.9495,1.0,0.2045,2,14,0,118.14
0.7734,0.7493,0.7271,0.613,3,48,2,107.27
0.6267,0.3555,0.2882,0.2619,1,24,1,91.88
0.6101,0.4349,0.4582,0.5576,2,14,1,91.13
0.7177,0.6513,0.6214,0.5144,3,11,2,102.57
0.5853,0.4024,0.5206,0.3111,2,13,2,89.77
0.6728,0.7395,0.6005,0.6058,2,46,1,112.98
0.7603,0.3759,0.3457,0.3594,1,23,0,101.25
0.5855,0.6565,0.6364,0.3377,2,25,2,103.16
0.6001,0.2487,0.2631,0.764,2,28,0,97.34
0.6448,0.7982,0.5966,0.6655,2,14,0,111.43
0.6653,0.3307,0.294,0.1756,1,17,0,87.89
0.6824,0.2445,0.3112,0.4903,2,45,1,93.52
0.6352,0.593,0.4207,0.4125,1,27,0,111.0
0.6572,0.4489,0.3776,0.5563,2,26,0,100.95
0.6505,0.3112,0.4002,0.4665,3,4,0,91.02
0.6617,0.922,0.6505,0.1596,2,48,2,107.49
0.6396,0.2094,0.1511,0.4796,3,12,1,78.93
0.6452,0.3141,0.3837,0.6347,2,17,2,91.17
0.5019,0.3813,0.4856,0.6766,3,28,2,92.57
0.683,0.7098,0.6676,0.4097,2,17,1,108.84
0.6747,0.9879,1.0,0.7716,1,41,0,138.67
0.6758,0.2292,0.248,0.7436,3,44,0,87.1
0.6481,0.2024,0.1912,0.2865,1,25,2,86.64
0.5963,0.6605,0.5843,0.4905,3,45,2,107.31
0.5725,0.5513,0.522,0.2439,1,51,2,103.38
0.6404,0.3566,0.2588,0.593,3,43,0,86.19
0.6733,0.7156,0.6621,0.6872,2,42,0,107.89
0.671,0.5476,0.5928,0.4103,1,51,0,108.69
0.646,0.8846,1.0,0.2021,2,34,2,117.8
0.6067,0.3633,0.4107,0.4839,2,43,0,89.79
0.7388,0.2977,0.2885,0.4302,1,32,1,99.84
0.6418,0.7332,0.894,0.6994,2,32,1,119.07
0.5994,0.6734,0.6717,0.5337,3,23,2,97.24
0.6404,0.3867,0.4411,0.5174,1,13,1,107.89
0.4836,0.408,0.3392,0.6669,3,24,0,92.04
0.69,0.3467,0.4182,0.2948,1,15,2,105.16
0.5949,0.5968,0.5339,0.1772,1,24,2,101.0
0.6343,0.268,0.3167,0.7033,2,22,1,95.89
0.5429,0.7888,0.8787,0.1265,1,14,1,111.14
0.5548,0.3706,0.4364,0.616,3,49,0,93.81
0.6368,0.4103,0.3314,0.5294,3,52,1,93.57
0.5776,0.7845,0.8019,0.7472,3,10,0,116.66
0.5322,0.3729,0.4358,0.6601,3,47,1,80.69
0.704,0.5211,0.6561,0.4613,2,45,0,104.49
0.6272,0.4427,0.5528,0.3145,3,40,1,97.2
0.7361,0.8372,0.646,0.493,1,37,1,120.11
0.5235,0.8527,1.0,0.7389,2,28,2,122.27
0.6694,0.4487,0.4582,0.7404,2,2,1,97.11
0.6443,0.6653,0.6244,0.3503,2,29,1,102.06
0.6772,0.4296,0.3024,0.5773,2,10,2,95.68
0.6021,0.7967,0.8034,0.1443,1,17,0,113.22
0.5916,0.296,0.2328,0.6334,1,47,2,98.13
0.6344,0.3976,0.3738,0.5736,1,52,1,100.93
0.679,0.3551,0.3951,0.5163,3,30,0,96.56
0.5757,0.4068,0.5045,0.4795,2,33,2,97.2
0.5607,0.2216,0.2612,0.4721,2,36,2,83.92
0.614,0.6069,0.6478,0.3994,3,32,2,90.47
0.6231,0.3465,0.3307,0.5987,3,26,0,92.76
0.654,0.6758,0.6762,0.7514,3,45,1,112.48
0.6209,0.3768,0.3978,0.2812,2,23,2,78.68
0.5893,0.6353,0.5236,0.7338,3,29,1,98.03
0.6301,0.4076,0.4348,0.7294,2,35,1,100.26
0.6238,0.2289,0.2493,0.7792,3,44,1,91.38
0.5537,0.4016,0.4508,0.1888,3,32,1,82.21
0.6777,0.4613,0.5619,0.4774,2,31,0,99.7
0.7168,0.817,0.5969,0.1835,1,46,1,114.99
0.5934,0.9016,0.69,0.7613,1,4,1,124.18
0.6728,0.7283,0.9367,0.7602,3,28,1,123.94
0.4865,0.4391,0.492,0.7417,1,12,0,104.78
0.616,0.9293,0.8675,0.55,2,1,2,121.64
0.6044,0.8076,0.9298,0.6131,3,36,1,112.51
0.701,0.8339,0.814,0.6423,1,46,0,123.81
0.7513,0.246,0.1896,0.3591,1,32,1,98.76
0.6562,0.8122,0.8791,0.7484,2,34,0,126.34
0.6373,0.3445,0.4318,0.2566,1,14,0,92.21
0.6492,0.95,0.7946,0.7709,1,6,1,128.55
0.5567,0.6995,0.9093,0.1176,3,7,1,92.06
0.5859,0.4125,0.5297,0.7302,2,32,2,90.93
0.6978,0.3786,0.4205,0.1524,1,40,2,98.32
0.668,0.3602,0.2965,0.2681,1,33,1,94.3
0.531,0.4088,0.3364,0.3973,2,23,2,88.45
0.5787,0.4399,0.4322,0.1411,1,38,2,97.48
0.6007,0.3912,0.4756,0.1427,3,23,2,83.83
0.5738,0.9757,0.8234,0.1386,1,19,0,110.35
0.5601,0.9278,0.9781,0.7984,2,40,2,121.06
0.6643,0.2221,0.2335,0.6344,3,50,0,85.19
0.6494,0.3087,0.2984,0.6197,2,19,2,80.75
0.7341,0.8117,1.0,0.2179,3,21,2,112.57
0.6355,0.3179,0.2686,0.4647,1,43,0,97.05
0.6168,0.6531,0.7701,0.7322,2,20,0,107.65
0.6472,0.9745,1.0,0.485,2,45,2,129.85
0.7308,0.3227,0.376,0.1907,1,39,2,88.49
0.6614,0.6581,0.6954,0.2456,3,24,0,98.25
0.5819,0.4295,0.3366,0.6641,1,39,1,93.82
0.6709,0.3005,0.3032,0.2789,1,8,0,76.21
0.6569,0.793,0.6959,0.6415,3,48,0,110.51
0.5993,0.8895,0.8369,0.6842,3,3,1,120.19
0.5876,0.5265,0.5788,0.3963,1,44,0,104.08
0.6368,0.24,0.2684,0.6659,2,39,1,91.67
0.5362,0.6962,0.8497,0.2693,2,35,2,104.03
0.627,0.2301,0.262,0.2811,1,27,1,80.14
0.6355,0.3127,0.3305,0.3667,2,49,2,86.32
0.6928,0.7684,0.623,0.4761,1,32,1,113.59
0.5807,0.4079,0.4062,0.5681,1,30,2,104.39
0.5788,0.5411,0.5138,0.3862,2,7,0,88.81
0.5839,0.3197,0.2882,0.3752,1,16,0,89.93
0.6058,0.7636,0.6086,0.2742,2,42,2,101.62
0.6958,0.3666,0.451,0.233,1,11,1,88.31
0.5935,0.8941,0.9959,0.6707,2,22,0,124.73
0.6437,0.414,0.38,0.3817,3,3,0,93.81
0.6373,0.2734,0.2904,0.3511,3,24,1,83.38
0.5282,0.3064,0.3086,0.2385,2,13,0,82.94
0.5851,0.2659,0.3454,0.488,1,44,0,94.97
0.6578,0.7558,0.5838,0.2964,3,3,0,94.38
0.6865,0.2142,0.1705,0.7354,2,22,1,89.42
0.6406,0.2106,0.2116,0.2172,1,23,2,79.42
0.6098,0.8312,0.8436,0.629,3,10,2,101.08
0.598,0.9406,1.0,0.1684,3,26,2,109.77
0.5979,0.8571,1.0,0.2302,3,8,1,103.23
0.6208,0.2825,0.2592,0.7455,3,7,1,86.38
0.6256,0.2852,0.2712,0.6283,3,4,1,91.46
0.6337,0.5565,0.6754,0.317,1,42,1,111.31
0.5149,0.2112,0.1761,0.2974,1,28,0,84.64
0.6899,0.4385,0.389,0.5914,1,3,1,104.01
0.7099,0.7243,0.5981,0.3359,3,39,2,103.1
0.6491,0.9034,0.9167,0.4654,3,23,1,112.68
0.6458,0.3666,0.4459,0.1895,3,19,0,83.78
0.662,0.3083,0.2722,0.167,1,33,0,80.69
0.5401,0.67,0.6698,0.6519,1,14,0,112.56
0.6542,0.4477,0.5466,0.3962,1,42,1,97.23
0.5703,0.609,0.4314,0.7039,3,52,1,107.97
0.672,0.9473,0.7284,0.4816,1,27,0,125.64
0.6117,0.5235,0.6799,0.5212,1,51,2,111.66
0.6153,0.7988,0.6475,0.1511,2,31,1,99.56
0.6657,0.7511,0.5342,0.628,2,10,2,114.08
0.6279,0.9822,0.9372,0.6199,1,22,1,126.73
0.6672,0.9854,0.9865,0.2966,1,4,0,121.35
0.7182,0.6788,0.8097,0.7438,3,35,0,115.58
0.6564,0.4353,0.4173,0.6225,2,27,2,92.21
0.5983,0.8405,0.7406,0.6158,2,42,1,114.52
0.5802,0.5814,0.5953,0.5636,1,17,0,104.24
0.7188,0.878,0.7652,0.7617,3,32,2,119.01
0.5742,0.9383,1.0,0.1101,2,9,0,116.35
0.6801,0.6506,0.7236,0.7818,1,6,2,115.33
0.6082,0.7743,0.9397,0.6071,2,24,0,117.65
0.5575,0.3021,0.2857,0.1564,1,44,2,76.87
0.6016,0.4197,0.4581,0.506,3,18,2,96.77
0.7219,0.9677,0.9892,0.7721,2,50,1,132.07
0.6642,0.5877,0.7364,0.3254,2,9,1,104.15
0.5777,0.3643,0.2934,0.2316,3,1,2,76.51
0.5588,0.4005,0.3478,0.1328,1,37,1,84.57
0.6495,0.9478,0.9626,0.4827,3,4,0,117.05
0.5926,0.204,0.1958,0.4453,3,49,1,84.33
0.6679,0.3862,0.437,0.1343,3,51,1,86.27
0.5824,0.4274,0.3774,0.1985,3,34,0,78.83
0.6396,0.8989,1.0,0.2435,1,18,2,125.05
0.6261,0.4459,0.4867,0.3953,1,1,2,90.97
0.6578,0.4351,0.3606,0.2646,1,7,2,102.19
0.5995,0.3001,0.2841,0.2467,1,38,1,93.59
0.6764,0.572,0.6524,0.3696,3,18,1,106.67
0.6056,0.7213,0.5649,0.1319,1,18,2,107.03
0.6915,0.6683,0.5473,0.7565,1,36,0,123.07
0.5846,0.3147,0.3229,0.1062,3,6,2,71.67
0.5847,0.6451,0.6462,0.5842,2,1,0,115.6
0.6454,0.3154,0.3555,0.7246,2,17,2,94.63
0.6398,0.6206,0.7314,0.5769,2,27,1,115.2
0.6999,0.8216,1.0,0.2266,3,13,1,109.43
0.7003,0.7465,0.815,0.4463,2,12,0,106.41
0.5927,0.9606,0.7229,0.2276,2,18,0,107.4
0.62,0.233,0.2544,0.1729,2,44,0,81.02
0.7096,0.2411,0.2995,0.2066,1,40,0,87.53
0.6154,0.3469,0.3818,0.7983,3,33,2,90.21
0.692,0.3588,0.4354,0.7249,1,44,0,106.58
0.7005,0.4366,0.3309,0.122,3,42,2,80.12
0.5331,0.4852,0.4609,0.1704,3,12,0,85.09
0.5871,0.8903,0.9298,0.5544,3,52,1,118.19
0.6796,0.6709,0.7623,0.2733,1,37,1,117.31
0.5773,0.3838,0.2702,0.7719,3,2,2,95.16
0.6749,0.6794,0.8671,0.1624,1,46,0,109.44
0.5555,0.4258,0.3368,0.651,3,17,1,85.06
0.6158,0.4441,0.4918,0.1992,3,10,1,77.3
0.5689,0.2503,0.3188,0.6814,3,23,2,75.41
0.6868,0.5742,0.6832,0.1687,1,31,1,101.96
0.5996,0.7692,0.6123,0.5605,3,25,0,108.59
0.5653,0.8786,0.9836,0.6892,2,16,1,117.26
0.6715,0.4252,0.371,0.348,3,19,0,92.67
0.7054,0.8497,0.7238,0.7813,2,1,1,122.2
0.6024,0.2254,0.2352,0.2237,2,32,2,75.39
0.591,0.9609,0.8241,0.2355,1,26,1,116.19
0.5929,0.2065,0.214,0.5305,1,49,2,84.03
0.6119,0.3868,0.3938,0.7188,3,50,2,92.55
0.6527,0.3928,0.2952,0.5475,2,52,0,91.14
0.629,0.3342,0.2633,0.2694,3,31,0,77.12
0.5894,0.2907,0.3726,0.6007,1,31,0,94.51
0.6022,0.9969,1.0,0.2119,2,28,1,110.45
0.654,0.6645,0.5598,0.2138,1,32,1,96.77
0.6814,0.2875,0.3032,0.3887,1,19,0,96.53
0.6003,0.289,0.3518,0.3259,2,13,2,85.76
0.6717,0.4219,0.3178,0.1319,3,46,0,85.61
0.7158,0.339,0.2434,0.7128,1,9,2,115.57
0.5466,0.2701,0.2948,0.4247,3,9,2,75.94
0.6996,0.2239,0.1759,0.4686,1,20,1,88.12
0.6128,0.4754,0.434,0.2374,2,28,1,83.8
0.6203,0.4055,0.3191,0.285,3,27,2,82.95
0.6373,0.5104,0.5325,0.4141,2,43,2,99.41
0.5485,0.6924,0.7883,0.664,3,6,2,106.15
0.6101,0.7615,0.6086,0.3705,3,21,2,102.01
0.7346,0.3372,0.24,0.4781,1,25,0,101.61
0.6957,0.4368,0.4458,0.1797,3,29,0,79.07
0.6204,0.6945,0.6957,0.6659,2,2,0,111.09
0.6256,0.2754,0.344,0.6114,3,25,2,88.55
0.5823,0.32,0.2682,0.6235,3,46,1,92.59
0.5759,0.3687,0.4421,0.5338,3,38,2,88.69
0.6649,0.9703,0.7589,0.7129,2,8,1,117.27
0.6212,0.8982,0.8616,0.1972,2,36,1,108.16
0.6047,0.3698,0.3852,0.7909,2,16,1,98.67
0.6688,0.7016,0.8411,0.1981,3,19,1,109.29
0.6363,0.7227,0.7781,0.6361,2,1,0,118.8
0.6822,0.2575,0.2539,0.1178,3,49,0,74.49
0.604,0.4074,0.3514,0.606,2,14,2,97.53
0.6054,0.3303,0.2966,0.4556,1,8,0,94.48
0.6953,0.3404,0.3968,0.6816,2,49,0,101.71
0.6755,0.8756,0.839,0.6899,3,39,0,120.9
0.5764,0.3662,0.268,0.1817,2,42,1,85.06
0.5133,0.4168,0.31,0.5922,2,45,1,88.91
0.5694,0.9891,0.8828,0.4257,3,43,1,104.69
0.6473,0.7113,0.7942,0.1265,1,10,0,108.75
0.6382,0.4032,0.4873,0.2251,1,12,0,84.03
0.6574,0.8931,0.6282,0.1245,3,43,0,105.07
0.6297,0.4331,0.5571,0.7932,3,4,2,104.4
0.6106,0.6345,0.5158,0.4877,3,2,2,94.0
0.6197,0.3187,0.3158,0.4675,1,7,1,95.19
0.6604,0.3076,0.394,0.5425,1,40,0,98.36
0.6767,0.4081,0.5031,0.6752,3,43,0,95.97
0.5376,0.3309,0.2957,0.2194,2,7,0,80.67
0.7057,0.3245,0.2587,0.6115,3,38,0,86.14
0.6636,0.7461,0.8073,0.5513,3,12,2,113.56
0.6453,0.9467,1.0,0.5119,2,3,0,119.76
0.6773,0.6928,0.5708,0.6136,3,44,2,111.56
0.6088,0.4352,0.3139,0.1376,3,39,1,83.63
0.7347,0.9836,0.8515,0.4543,2,50,2,113.04
0.6971,0.6881,0.7447,0.7241,3,42,2,115.11
0.8042,0.5898,0.484,0.4501,2,28,2,102.88
0.5677,0.2452,0.2113,0.4112,2,21,0,74.93
0.6431,0.2202,0.2664,0.1634,2,47,2,72.52
0.7085,0.6409,0.7289,0.6933,3,35,1,107.23
0.6723,0.4471,0.3229,0.38,3,19,2,83.81
0.7012,0.6999,0.5629,0.6534,1,25,1,107.51
0.5688,0.8603,0.9849,0.1062,1,32,2,116.64
0.5752,0.9509,0.8188,0.1255,3,28,1,106.81
0.5875,0.3436,0.3427,0.1511,2,24,2,95.25
0.7269,0.3885,0.4771,0.6363,1,45,2,106.46
0.6315,0.2533,0.2904,0.7928,1,27,0,100.05
0.6819,0.6233,0.5573,0.1801,2,37,2,105.29
0.565,0.8425,0.6784,0.1577,3,7,0,96.97
0.6898,0.4748,0.3509,0.4447,3,30,0,96.33
0.576,0.3064,0.3099,0.6284,1,18,2,99.48
0.5741,0.2027,0.2353,0.1263,3,30,2,68.61
0.5958,0.3387,0.347,0.607,3,23,1,74.96
0.6199,0.5986,0.5097,0.2731,1,34,1,98.81
0.5909,0.3921,0.2803,0.4533,2,50,1,87.6
0.7302,0.2479,0.2362,0.6996,3,3,1,86.26
0.6798,0.382,0.4377,0.3067,1,38,2,99.79
0.649,0.3823,0.3241,0.2325,3,21,2,80.66
0.6539,0.2925,0.2988,0.188,1,43,1,94.7
0.6349,0.3156,0.3877,0.1375,1,5,0,80.81
0.5136,0.898,1.0,0.556,1,4,1,125.55
0.6035,0.2851,0.3529,0.214,2,24,1,82.88
0.6239,0.3501,0.2796,0.5961,2,19,0,95.27
0.6713,0.7705,0.6615,0.2548,2,46,2,111.31
0.6023,0.9006,0.7273,0.7811,3,8,2,108.49
0.6813,0.3063,0.2618,0.1054,1,11,0,96.73
